question,label,answer,,,,,
试举若干例证，说明中国古代王朝经济政策的特征。,内容,（1）为了维护专制主义国家政权的经济基础，中国古代历朝大都执行重农抑商的经济政策。例如：汉文帝说“黄金珠玉，饥不可食，寒不可衣，都不如谷物和丝麻。”汉武帝也推行过打击富商大贾的政策。（2）统治者推行的区域经济管理政策，有时会使经济发展出现畸轻畸重的偏差。例如：秦朝时期，重视关中地区而压迫和剥削关东地区；再如：汉光武帝刘秀出身南阳，定都洛阳，于是，“南阳帝乡”和“河南帝城”受到优待。（3）古代王朝对经济生活的控制非常全面、具体和严密。例如：秦朝统一度量衡为商业的发展规定了必要的统一标准；汉武帝时代实行“盐铁官营”制度。（4）中国古代王朝经济政策的基本原则之一就是实行禁奢侈的政策。例如：汉成帝的诏书中就曾经说过，世俗奢侈无法禁止的原因在于，贵族高官的奢侈没有节制，于是民众仿效，逐渐形成社会风气。,,,,,
试析中华人民共和国的成立对国家政治建设的历史意义。,意义,中华人民共和国是工人阶级领导的、以工农联盟为基础的人民民主专政的国家，它的成立为中国的政治建设奠定了坚实的基础，从此，中国开始了一个人民当家作主的新时代，中国的政治建设开始了一个新纪元。,,,,,
试用中国共产党成立后28年的历史来论证毛泽东的观点。,内容,毛泽东认为应该分清敌友，建立统一战线以团结朋友反对敌人。正面例子：建立革命统一战线以反对北洋军阀；开展土地革命、土地改革以发动农民反对国民党的反动统治；建立抗日民族统一战线以反对日本侵略者，并最终取得了新民主主义革命的伟大胜利。反面例子：在国民革命中把背叛革命的蒋介石作为可以信赖的朋友，导致国民革命失败。,,,,,
收集几大文明的历史图片或资料，在本班举办一次交流展示活动，了解各文明的成就。,内容,从网上收集图片，如中国的长城、古希腊的神庙、两河流域的楔形文字、埃及金字塔等。,,,,,
书法名家,内容,"①东晋王羲之书圣擅草书，行书，代表作有兰亭序、丧乱贴②唐代欧阳询、颜真卿、柳公权等分别创立了楷书中的欧体颜体柳体；怀素、张旭之则擅长狂草③宋朝苏轼、黄庭坚、米芾、蔡襄（一说蔡京）被称为北宋四大书法家，都以行书名世。
",,,,,
书法艺术,内容,以中国汉字的文义为内容，以某种字体的书写为形式的独特艺术,,,,,
书法艺术,内容,以自由多样的线条的曲直运动和空间构造，表现感情、气势和意境，具有特殊的审美价值,,,,,
书法艺术演变,背景,时代石器时代，字体陶器刻画符号，特点中国文字的起源；时代商代，字体甲骨文，特点比较成熟的文字；时代周代，字体金文，特点刻在青铜器上的文字；时代秦代，字体小篆，特点字体略长，笔画圆匀，富于图案美，代表李斯；时代秦汉魏，字体隶书，特点字形结构平衡对称，整齐安定。代表居延汉简；时代汉末始，字体楷书，特点字形方正，规矩严整，代表唐代欧阳询、颜真卿、柳公权，元代赵孟頫；时代形成汉末盛行晋代，字体行书，特点兼有楷书和草书长处，即工整清晰，又飞洒活泼，代表王羲之《丧乱帖》等宋代苏轼黄庭坚米芾蔡襄；时代起源汉初成熟东晋，字体草书，特点把中国书法的写意性发挥到极致，变化丰富，奔放跃动，代表怀素、张旭等,,,,,
书画基本特征,内容,"注重线条,讲究神似、意境、气韵及布局构图；不求形似，注重个人主观情感的抒发；表现手法灵活、自由、多样，融诗、书、印为一体；国画是历史悠久的民族艺术形式，类型多样。",,,,,
双百方针,内容,1956年春，毛泽东在中共中央政治局扩大会议上，正式提出在科学文化工作中，实行百花齐放，百家争鸣的方针，即艺术问题上百花齐放，学术问题上百家争鸣。,,,,,
双百方针,意义,大大丰富了社会主义时期人民的文化生活。,,,,,
双百方针,内容,老舍的话剧《茶馆》，郭沫若的历史剧《蔡文姬》，杨沫的长篇小说《青春之歌》等,,,,,
双百方针过程,背景,956年春，毛泽东在中共中央政治局扩大会议上，正式提出在科学文化工作中，实行百花齐放，百家争鸣的方针，即艺术问题上百花齐放，学术问题上百家争鸣。他还强调百花齐放百家争鸣是一个基本性的同时也是长期性的方针，不是一个暂时性的方针。,,,,,
双百方针结果,意义,双百方针提出后，科学技术和文学艺术领域出现了百花齐放、百家争鸣的繁荣景象。在双百方针的鼓舞下，文学艺术界的许多作家、艺术家，扩大生活视野，开拓新的题材和主题，采用多样化的体裁与表现手法，生动描绘人民革命斗争和社会主义建设时期的新风貌，取得了累累硕果。老舍的话剧《茶馆》，郭沫若的历史剧《蔡文姬》，杨沫的长篇小说《青春之歌》等，都是贯彻双百方针以后的出色作品。那时的文艺期刊也大量增加，仅1956年至1957年出现的文艺期刊就有18种，原有的刊物质量也有提高，扩大版面。,,,,,
双百方针曲折,背景,由于政治运动的扩大化，特别是文化大革命的到来，一些学术问题被当成政治问题，甚至上升为阶级斗争问题。不同的学术观点，被看作代表不同的阶级利益。一些优秀作品受到错误批判。如，王蒙的小说《组织部新来的青年人》，艾青的寓言诗《蝉的歌》，昆曲《李慧娘》和电影《北国江南》《早春二月》等，都受到政治批判。作者多被划为右派或反动学术权威，许多知识分子受到了伤害，文艺园地百花凋零。自然科学和社会科学的研究也受到很大影响。,,,,,
双百方针失败表现,内容,双百方针并未能坚持贯彻下去。由于政治运动的扩大化，特别是文化大革命的到来，一些学术问题被当成政治问题，甚至上升为阶级斗争问题。不同的学术观点，被看作代表不同的阶级利益。一些优秀作品受到错误批判。自然科学和社会科学的研究也受到很大影响。,,,,,
水利工程,内容,都江堰（战国）李冰；郑国渠（战国）郑国；井渠（汉代）关中人民；东汉王景治理黄河,,,,,
私营手工业,内容,民间富人创办，面向市场生产民用产品，属于商品经济性质，后期出现雇工经营的手工工场即资本主义萌芽。（明中叶后超过官营占主导）,,,,,
思考：人类应该怎样与自然和谐相处,内容,认识自然规律，遵循自然法则，走可持续发展之路，保护自然环境和生态平衡。,,,,,
思考美国是在怎样的历史背景下提出新殖民主义的结合时事，美国思考当今对外政策又有什么特点,内容,美国完成在北美大陆的扩张；美国工业发展迅速，成为世界上最大的工业国家；19世纪末欧洲列强对世界的瓜分，实行排他性的殖民主义政策，对美国利益有损害。企图独霸世界，在国际上大发淫威。,,,,,
思考尼德兰革命的性质,内容,推翻西班牙殖民统治；资产阶级革命；反对宗教压制。,,,,,
思考题：为什么民国后期民族工业的发展会陷入困境,原因,"随着法币流通范围的扩大，导致物价猛跌，许多工厂的产品销不出去，但是开支并不减少，造成生产困难。国民政府的恶性通货膨胀政策，也使民族工业遭到致命打击。官僚资本的压迫是民族工业陷入困境的又一个原因，它们依靠其独占国家的权力极力压迫民族工业。繁重的捐税负担，给民族工业的发展造成了极大的困难。美国对中国的经济侵略，是造成民族工业陷入困境的主要原因之一，抗战胜利以后，民族工业大量使用进口原料，美国等国的商品涌入，造成了中国外贸的大量入超。
美国对中国的经济侵略，是造成民族工业陷入困境的主要原因之一，抗战胜利以后，民族工业大量使用进口原料，美国等国的商品涌入，造成了中国外贸的大量入超。
",,,,,
思考为什么殖民者要进行贩运黑奴的活动,内容,谋取暴利；满足美洲对劳动力的需求。,,,,,
思考一下，生产技术进步、失业、再就业的关系。,内容,这是一个现实性很强的问题。可从以下要点来分析：技术进步提高了劳动生产率，降低了劳动的强度和密度；也导致手工业者失业，只有提高技术和技能，适应生产力的发展，才可再就业；适应社会发展，推动社会技术进步，是社会发展的必然趋势。,,,,,
思考一下圈地运动在英国经济发展史上的作用。,意义,资本主义性质的农场发展起来；大量农民离开土地，成为自由的雇佣工人；农业生产的商品化，推动了城市的复兴和贸易的发展。,,,,,
思考英国出口贸易有什么特点,内容,工业制成品出口和原料进口占比例大。,,,,,
思考这一变化对英国阶级关系的影响。,意义,社会分裂为两大对立阶级——资产阶级和无产阶级；自耕农在英国逐渐消失；工业资产阶级队伍壮大。,,,,,
斯大林格勒战役,背景,1942.7-1943.2,,,,,
斯大林格勒战役,原因,德军无力在东线发动全面进攻，斯大林格勒是重要的战略物资产地，战略地位极其重要,,,,,
斯大林格勒战役,意义,是苏德战场的转折点，也是第二次世界大战的重要转折点。巩固并发展了世界反法西斯同盟，促使法西斯集团内部的瓦解。,,,,,
斯大林格勒战役,原因,苏联守军进行殊死抵抗；巷战不利于德军先进武器作用的发挥；天气严寒；德军后援困难；苏军采用了正确的战备战,,,,,
斯大林模式（即高度集中的经济政治体制）,背景,"（1）经济①在生产资料所有制上，实行单一公有制，国家占有绝大部分生产资料②在经营管理体制上，国家通过高度集中的指令性计划，对经济直接管理，排斥市场调节③在经济建设方针上，优先发展重工业（2）政治国家权力高度集中于党，最高苏维埃成为党中央指示的表决机器；党的权力又高度集中于党中央，党中央的权力又高度集中于总书记手中。（3）文化采用行政手段对学术文化领域进行严格的管理和控制，形成高度集中的思想文化体制。
",,,,,
斯大林模式（即高度集中的经济政治体制）,意义,①经济能够集中全国的人力物力解决刻不容缓的难题，一度推动了社会生产力的迅速发展。（推动了苏联30年代工业化的迅速实现、40年代卫国战争的胜利以及二战后国民经济的迅速恢复。）②政治保证了党对新生政权的领导，一定程度上维系了社会稳定。,,,,,
斯大林模式（即高度集中的经济政治体制）,背景,"①经济片面优先发展重工业，严重影响了农业和轻工业的发展；大包大揽的指令性计划压抑了地方和企业的积极性，使经济发展失去动力②政治导致了对斯大林的个人崇拜和大清洗运动的发生,社会主义民主和法制遭到严重破坏。③文化日趋单一，创造性受到极大压制",,,,,
斯大林模式（即高度集中的经济政治体制）,意义,①遵循经济发展规律?②要从本国的国情出发，制定正确的方针政策?③生产关系的变革必须适应生产力的发展?④国民经济应按比例协调发展?⑤应注意切实保护农民利益，提高人民的生活水平,,,,,
斯大林模式（即高度集中的经济政治体制）形成,原因,①外部资本主义国家的包围和战争威胁；②内部相对落后的经济文化和历史传统的制约③斯大林的个人因素。,,,,,
斯多亚学派（即画廊学派）主张与意义,意义,①逻各斯是贯穿万物的永存不朽的理性，所有人都有同样的理性。②顺应自然的生活就是至善；③人生而平等④在人类历史上第一次论证了天赋人权、人生而平等这一西方人文主义的核心理论,,,,,
斯多亚学派的人类平等理论与中国儒家“四海之内，皆兄弟也“的思想有何区别,主张,斯多亚学派的人生而平等的思想是一种普世主义的平等观，它不仅适用于奴隶，还适用于外邦人和野蛮人，指出了人都应一律是平等的，而无所谓等级贵贱之分。而中国儒家“四海之内，皆兄弟也”的思想，虽也是一种人道主义的伦理观，但其思想却是从君本位出发的，它所论及的人都是一种宗法制下的社会的、等级的人，因而隐含着等级观念的偏见。,,,,,
斯多亚学派与英国、法国资产阶级革命有关系吗,内容,英、法两国资产阶级革命时期所提出的天赋人权、自由平等等政治主张可以追溯到斯多亚学派所主张的人生而平等的思想。,,,,,
四大发明走向世界,背景,造纸术经阿拉伯人传入欧洲，廉价的纸张很快取代了欧洲长期使用的书写材料羊皮和小牛皮，促进了欧洲文化的发展。火药传入欧洲，推动了欧洲火药武器的发展，使封建城堡不堪一击，靠冷兵器耀武扬成的骑士阶层日益衰落。指南针的使用，促进了远洋航行，迎来了地理大发现的时代。欧洲人还借鉴中国的印刷术，造出了自己的活字印刷机，大大推动了文艺复兴运动和宗教改革，促进了思想解放和社会进步。,,,,,
四大农书,内容,西汉汜胜之的《汜胜之书》、北魏贾思勰的《齐民要术》、元朝王祯的《农书》和明朝徐光启的《农政全书》，是中国古代成就卓著的四大农书。其中，《齐民要术》是我国现存最早、最完整、最系统的—古代农业科学著作。,,,,,
宋词,内容,①苏轼豪放派代表。他的词清新俊逸，刚健豪放；②柳永婉约派代表。大量吸收俚俗口语，多写城市的繁荣和男女的悲欢离合之情；③李清照两宋之际婉约派代表。蕴涵着对国家兴亡的沉痛感慨；④辛弃疾豪放派的集大成者。高超艺术功力、强烈爱国情怀和鲜明个性风格。,,,,,
宋词繁荣,原因,①随着商业城市的繁荣，扩大的市民阶层需要更多精神食粮②宋代阶级、民族矛盾尖锐的影响③词比诗形式更自由，更适合表达丰富深刻的情感④苏轼、柳永等人对词的改革,,,,,
宋明理学代表人物及其主张或贡献,内容,"①北宋周敦颐构建了万事万物的衍生规律，把人与天地万物的本原合而为一，从而为理生万物的理论提供了依据；②北宋邵雍重新排列《周易》六十四卦，试图揭示宇宙规律，进而解释人类命运；③北宋张载开创气学一派，严格区分了天道性心等概念，准确地表达了理学的基本宗旨和精神；④北宋二程确定了理学的最高范畴天理；认为天理的最高核心是仁，修养的最高核心也是仁。⑤南宋朱熹理气关系理先于气，理不离气；修养论强调日积月累和循序渐进，即审思明辨和格物致知。社会政治理论道的价值内涵是三纲五常、道掌握在儒家手里，儒家拥有敢于政治的天然权力、儒家干预政治的关键是正君心。
",,,,,
宋明理学的兴起,原因,①东汉末年以后，由于道教、佛教等思想的传播，儒学的正统地位受到冲击；②唐宋韩愈等人掀起了儒学复兴运动。③北宋儒家学者融合佛道思想来解释儒家义理，导致理学的产生,,,,,
宋明时期儒学的发展及理学发展,内容,①在传统儒学基础上，吸收佛教、道教的一些思想主张；（即三教合一）②把儒家传统道德修养与对宇宙本原的探讨有机结合起来，（即将儒家忠孝节义提升到天理高度）使儒家思想深入到哲学层次，形成囊括天人关系的严密思想体系。③客观评价理学是宋明时期的儒学主流，经过几百年的发展，对我国政治生活、文化教育和社会教化等方面产生了深远影响。宋明理学强调三纲五常和名分等级的永恒性，用以维系专制统治，压抑、扼杀人们的自然欲求。产生了消极影响。但理学重视主观意志力量，注重气节、品德，讲求以理统情、自我节制、发奋立志．强调人的社会责任和历史使命，又凸显了人性的庄严,,,,,
搜集整理相关事例，证明本文的论点：“中国要发展，离不开科学。”,内容,杂交水稻的成功培育；基因技术应用；汉字激光照排技术的开发和应用；核能开发与国防建设，以及和平利用核能；纳米技术的运用等。其它可支持这一论点的事例均可。,,,,,
苏德互不侵犯条约,内容,双方互不使用武力；如果缔约一方成为第三国敌对行动对象时，另一方不向第三国提供任何援助；缔约任何一方不加入直接或间接旨在反对另一方的任何国家集团,,,,,
苏德互不侵犯条约后果意义,意义,a对苏联避免首先卷入战争，赢得备战时间；粉碎西方大国祸水东引的阴谋；严重地玷污了社会主义国家的外交形象b对德国避免东西两线作战，解除后顾之忧③加速二战的爆发,,,,,
苏德互不侵犯条约签订时间,背景,1939.8,,,,,
苏德战争,背景,1941.6.22,,,,,
苏德战争,意义,苏联初期失利，遭受巨大损失，但顶住了德军的压力，激发了民众的斗志；德国初期获利大，陷入两线作战和持久战；标志着第二次世界大战规模的扩大,,,,,
苏德战争原因（必要性）,原因,消灭苏联是希特勒称霸欧洲和世界决定性的步骤,,,,,
苏格拉底,主张,倡导有思想力的人是万物的尺度，希望重新建立人们的道德价值观，以挽救衰颓中的城邦制度。认为社会中的人应该具备美德，美德来自于知识，最高的知识就是人们内心深处的道德知识，美德就是关于善的知识，于是他提出美德即知识的思想。他提出善是人的内在灵魂，世界上没有人自愿作恶，人之所以作恶是出于无知。他进一步指出，教育对美德同样重要，教育可以使人认识自己灵魂之内已有的美德。苏格拉底对人性本身的研究，是人类精神觉醒的一个重要表现，他使哲学真正成为一门研究人的学问。,,,,,
苏格拉底的代表主张与评价,意义,"①提出美德即知识。评价反对智者忽视道德，追求功利的主张，但在强调人类理性、否认绝对权威方面一致。②提倡认识你自己。评价第一次在哲学意义上发现了自我。③提出未受考察的生活是不值得过的。即凡是为一个人的理智宣判为错误的东西就不应该去想，不应该去做。评价这种对理性的尊崇和对思想自由的追求，是欧洲18世纪启蒙思想的源头。
",,,,,
苏格拉底的主张是什么,主张,倡导有思想力的人是万物的尺度，希望重新建立人们的道德价值观，以挽救衰颓中的城邦制度。认为社会中的人应该具备美德，美德来自于知识，最高的知识就是人们内心深处的道德知识，美德就是关于善的知识，于是他提出美德即知识的思想。他提出善是人的内在灵魂，世界上没有人自愿作恶，人之所以作恶是出于无知。他进一步指出，教育对美德同样重要，教育可以使人认识自己灵魂之内已有的美德。苏格拉底对人性本身的研究，是人类精神觉醒的一个重要表现，他使哲学真正成为一门研究人的学问。,,,,,
苏联的办法把农民挖得很苦。他们采取所谓义务交售制等项办法，把农民生产的东西拿走太多，给的代价又极低。他们这样来积累资金，使农民的生产积极性受到极大的损害。你要母鸡多生蛋，又不给它米吃，又要马儿跑得好，又要马儿不吃草。世界上哪有这样的道理毛泽东：《论十大关系》你对毛泽东的这段话是怎样理解的,内容,毛泽东在总结苏联的社会主义建设经验时，认为苏联通过“剥削”农民来积累工业建设资金的做法有失公允，也极大地挫伤了农民的积极性，这种做法不可取。,,,,,
苏联的工业化建设为什么能取得如此大的成就,原因,苏联政府对重工业的高度重视和巨额投资；高积累政策；农民的贡献；苏联人民的建设热情和奉献精神等。,,,,,
苏联工业化建设,原因,①（因在资本主义包围下）加强国防力量以维护民族独立②给社会主义建设提供强大的物质技术基础,,,,,
苏联工业化建设,背景,"①1925年提出方针②1928年开始一五计划③1937年基本完成
",,,,,
苏联工业化建设,原因,①苏联人民的爱国热情②政府的重视、农民的牺牲、高度集中体制的作用、科教的发展③利用资本主义大危机，大力引进外资、设备、技术和专家。,,,,,
苏联工业化建设,内容,①形成了比较齐全的工业体系；②国民经济结构发生改变，工业在工农业总产值的比重占据绝对优势③工业总产值实现大跨越，位居欧洲第一世界第二。,,,,,
苏联工业化建设,内容,"①优先发展重工业②追求高速度③依靠本国力量积累资金（资金主要来源于对国内农业的掠夺和高积累）（④依靠国家有计划的投资完成）
",,,,,
苏联解体，两极格局瓦解，对世界产生了什么影响,意义,（1）国际形势的发展明显地呈现出缓和与和平、紧张与动荡并存的局面。由于战后40多年的两个超级大国、两大军事集团对抗局面的终止，新的世界大战可以避免，和平与发展更突出地成为当今时代的主题。（2）造成东西方力量的失衡，导致国际关系中的一系列新的矛盾和冲突。两极格局瓦解后，民族矛盾的激化、地区冲突的加剧和霸权主义的横行，使天下并不太平。但是，这些冲突和动荡属于局部性质，不会导致国际局势的全面紧张。（3）出现“一超多强”局面，美国成为唯一的超级大国。同时，美国、欧盟、中国、日本和俄罗斯等大国和国家联盟为了填补两极格局瓦解后遗留下的格局空间，争取构筑新格局的主导权和主动权，纷纷制定和实施各自新的国际战略，并为此展开竞争和角逐，极大地推动了国际政治格局多极化形成的历史进程。各种区域性、洲际性的合作组织空前活跃，广大发展中国家的总体实力在增强。,,,,,
绥靖政策,内容,20世纪30年代，英法美等国为避免卷入战争，以牺牲受害国利益满足法西斯国家的侵略欲望，并试图将法西斯祸水东引向苏联的政策（实质纵容法西斯侵略）,,,,,
绥靖政策表现,内容,"英美纵容日本侵略中国东北（确认侵略）；纵容意大利侵略埃塞俄比亚（进行制裁）；纵容德意武装干涉西班牙内战；纵容德国出兵吞并奥地利；制造慕尼黑阴谋(公开勾结出卖）；
德国破坏凡尔赛和约，英法没有抗议；1937德军开进莱茵军事区
",,,,,
绥靖政策教训,内容,各国人民应同心协力，共同维护和平。世界大国听该承担起更多的责任,,,,,
绥靖政策意义,意义,助长了法西斯的侵略气焰，增强了其实力②；导致局部反法西斯斗争的失败；暴露了英法的虚弱，最终将作茧自缚，不利于团结，集体安全落空④加速二战的爆发,,,,,
孙中山领导的南京临时政府颁布了哪些有利于发展民族经济、推行民主政治和发展文化教育的政策和法令,内容,在孙中山就任临时大总统的短短三个多月的时间内，南京临时政府先后颁布了一系列有利于发展民族经济、推行民主政治和发展文化教育的政策和法令。主要包括：在政治方面，要求实现全国统一，反对民族压迫和民族分裂；规定“中华民国以参议院、临时大总统、国务员、法院，行使其统治权”；宣布各族人民享有选举、参政、集会、结社、言论、出版等政治权利。在经济方面，设立实业部，颁布奖励和保护工商业的规章；提倡垦殖，奖励投资；废除清代的一些苛捐杂税等。在文化教育方面，改革清末的旧教育制度，禁用前清学部颁行的教科书，废止小学读经，提倡国民教育等。孙中山和新三民主义，是国共合作为主体的大革命的旗帜，推动了反帝反封建的中国革命的发展。,,,,,
孙中山提出新三民主义,原因,①吸收护国护法运动等失败的教训，孙中山本人对民主革命不懈地追求；②俄国十月革命和中国五四运动使孙中山看到人民群众的伟大力量和革命的新形式③共产国际和中共对孙中山的帮助，中共民主革命纲领的影响等,,,,,
梭伦改革(BC594)--奠基,内容,经济上颁布解负令，使债务奴隶重获自由，鼓励发展农工商业。政治上按财产多寡，将雅典自由民分为四个等级；设四百人会议；设立最高法院—陪审法庭。,,,,,
梭伦改革(BC594)--奠基,意义,在一定程度上改革了贵族专权的局面，促进了雅典民主政治和商品经济的发展,,,,,
梭伦改革政治,内容,①按年收入将公民分为四个等级②按部落选出四百人会议为公民大会常设机构③设立陪审法庭受理公民投诉,,,,,
梭伦改革政治,内容,在贵族与平民之间采取中立政策,,,,,
梭伦改革政治局限,背景,第四等级不享有政府官职和参选四百人会议权利,,,,,
台湾问题,背景,"①1979年后，和平统一、一国两制的基本方针，30年来真正停火。②1980年后，海峡两岸交往不断加强，交流日益频繁。③1992年，海峡两岸均坚持一个中国原则达成共识，史称九二共识。④1995年，《中华人民共和国台湾同胞投资保护法》通过，以推动两岸的经济交流与合作。⑤1995年江泽民《为促进祖国统一大业的完成而继续奋斗》，解决台湾问题的纲领性文件。⑥阻碍台独势力、国际反华势力
",,,,,
太平天国领导人曾对在华的外国使节说：“尔等如帮助满人，真是大错，但即令助之，亦是无用的。”“平定时不惟英国通商，万国皆通商，……（但）害人之物为禁。”试分析太平天国的外交政策。,内容,“如帮助满人，真是大错，但即令助之，亦是无用”体现出了太平天国在同外国侵略者的接触中，奉行独立自主、反对侵略的外交政策。“平定时不惟英国通商，万国皆通商，……（但）害人之物为禁”，体现出了太平天国主张平等友好的对外贸易，但严禁鸦片贸易。太平天国的外交政策表现了崇高的民族自尊心和经济贸易上的开放政策，超越了清政府的投降倾向和闭关政策。但是太平天国领导人对外国资本主义的侵略本质还缺乏认识，甚至抱有幻想，缺乏应有的警惕。,,,,,
太平天国运动,意义,打击了清朝腐朽统治和外国侵略者,,,,,
太平天国运动经过,内容,①1851年金田起义；永安建制②1853年定都天京，颁布《天朝田亩制度》（重点，见教材47页）③1853－1856北伐；西征；天京突围（东征）④1856-1857年天京事变，石达开率军出走。太平天国由盛转衰⑤1859年洪仁玕发表《资政新篇》（重点，见教材48页）⑥1860年（二鸦后，太平军攻打上海时）外国侵略者开始勾结清政府镇压太平天国⑦1864年天京陷落、运动失败,,,,,
太平天国运动局限,意义,运动失败说明农民阶级作为小生产者的代表，缺乏科学理论的指导，承担不起领导中国民主革命的责任,,,,,
太平天国运动兴起原因,原因,"①根本原因腐败的封建统治和剥削②外国资本主义的侵略③自然灾害严重④主观原因洪秀全创立拜上帝教,组织和发动民众起义",,,,,
太平洋战争,原因,"美日对亚太地区的争夺（根因）；侵占中国和东南亚是日本的既定目标；法西斯德国胜利刺激了日本的野心；欧洲战事正酣；1940,7大东亚共荣圈政策；美英等国对日本实行贸易禁运，矛盾激化",,,,,
太平洋战争,意义,日以微小代价重创太平洋舰队。美英对日宣战增强了反法西斯的力量，太平洋战争爆发。二战达到最大规模。,,,,,
太平洋战争爆发背景,背景,1941.12.7日本袭击珍珠港,,,,,
太学,意义,第一次出现国家培养政治管理人才的官立学校；是儒学教育官方化和制度化的标志，打破了大官僚垄断官位的情形；带动民间积极向学的风气；促进儒学的传播与发展,,,,,
太学,背景,汉武帝时期,,,,,
谈谈《共产党宣言》对今天世界的现实意义有哪些,意义,《共产党宣言》对今天世界的现实意义要从发展社会生产力、大力推进民主政治建设和积极建设精神文明三个方面阐述。,,,,,
谈谈你对美国民谣的理解。,内容,它反映了大危机时期美国生产力大倒退、大破坏、经济凋敝、社会萧条、人民生活困苦不堪、阶级矛盾日益尖锐、美国面临崩溃的情况。注：安德鲁·梅隆是美国20年代三任总统的财政部长；胡佛总统任期内危机爆发并进一步恶化。华尔街是纽约股票交易所所在地，也是世界金融中心之一，经济大危机以华尔街股票市场狂泻宣告爆发。,,,,,
探究元杂剧兴盛的原因，思考当今中国戏剧艺术的发展前景。,背景,元代经济的发展为杂剧的兴盛准备了充裕的物质条件；开封、大都、杭州等城市兴起以及勾栏瓦肆繁盛为杂剧提供了依据；农村的节日和庙会是演出日，一些著名演员也经常到各地作场。这样就保持了戏曲在发展过程中同广大人民群众的密切联系；朝的疆域广大，交通发达，密切了国际和国内各民族之间的关系；民族之间的文化交流，特别是北方诸民族乐曲的传播，对杂剧的兴盛也有一定的作用；元代民族矛盾和阶级矛盾尖锐，百姓怨怒已极，有口难言。要求在艺术上得到反映；元初废科举，许多文人与民间艺术相结合，从事杂剧创作；元杂剧本身是一种很易为人们所接受的形式；这些都为元杂剧的发展创造了条件。当今中国戏剧艺术能否有新的发展，除了经济条件而外，国人对民族文化是否真诚地重视，也是重要的因素。,,,,,
探讨在半殖民地半封建社会条件下，资本主义在中国近代历史发展进程中的地位和作用。,意义,发展资本主义、实现近代化，摆脱外国资本主义的侵略和欺凌，进而实现强国富民，是近代中国许多仁人志士追求的理想，但这一切都破灭了。历史证明，在半殖民地半封建的旧中国，不推翻腐朽的社会制度，不实现国家独立和民族解放，要想发展资本主义是不可能的，在半殖民地和半封建的条件下，中国走资本主义道路的社会基础很薄弱，中国资本主义没有发展起来，中国资产阶级的力量十分薄弱，因此，中国资产阶级无法完成民主革命的任务。这个任务历史地落到无产阶级和中国共产党的肩头。,,,,,
唐代诗人李敬方《汴河直进船》诗写道：“汴水通淮利最多，生人为害亦相和。东南四十三州地，取尽脂膏是此河。”这里所谓“取尽脂膏”，是什么意思,内容,译文：“汴水连通淮水本来好处很多，但是既有利又有弊。统治者就是通过这条水上运输线搜刮东南四十三州的民脂民膏的。”理解：本来汴水沟通淮水对老百姓很有利，但是却成为统治者搜刮老百姓的工具。说明中国古代社会实行的“重农抑商”政策既压抑了商品经济的发展又使农民承受了繁重的剥削。特别是东南经济富足的地方，在不合理的区域政策下，成为支撑专制主义王朝的主要基点，地区经济的发展，因此受到消极的影响。,,,,,
唐代诗人李绅有《悯农》诗：“春种一粒粟，秋收万颗子。四海无闲田，农夫犹饿死。”“锄禾日当午，汗滴禾下土。谁知盘中餐，粒粒皆辛苦。”读这样的诗句，应该怎样理解古代农民的生活境况和社会贡献,内容,（1）诗句理解：春天种下一粒种子，到秋天的时候能收回万颗粮食。四海之内已经没有空闲的土地了，但是依然发生农民因饥饿而走入生命绝境的情形。中午顶着烈日在锄禾苗，一滴滴汗水落下来掉在地里。有谁会知道盘子中的每一顿食物，粒粒都是辛苦得来的。（2）a、中国传统社会的农业人口中，地主和农民是两个基本阶级，地主占有土地剥削农民；由于农民没有土地，是被剥削阶级，所以受的压迫非常严重。残酷的土地兼并会使大量的小农破产。B、由于农民是劳动者，进行了生产方式和生产工具的改进和革新，并且创造了大量的物质财富，推动社会生产力不断向前发展，所以是中国古代物质文明的创造者。对于中国社会的发展作出了不可磨灭的伟大贡献。,,,,,
唐诗,内容,初唐的著名诗人有王勃、陈子昂等。李白、杜甫和白居易的诗是唐诗发展繁荣的丰碑。李白以浪漫主义的创作，赢得诗仙的美誉；杜甫以现实主义的诗史，被誉为诗圣。中唐的白居易，主张文章合为时而著，诗歌合为事而作，创作了大量平实浅近，针砭时弊的讽喻涛。,,,,,
唐诗,内容,"诗仙李白豪放飘逸、激情浪漫。是屈原之后中国最杰出的浪漫主义者，是盛唐气象在文学上的体现。诗圣杜甫苦难诗人，诗风凝重与沉郁，有强烈的忧患意识与鲜明的人道主义色彩。
",,,,,
唐诗繁荣,原因,"①唐朝国家统一、社会稳定、经济繁荣奠定基础②庶族地主地位的上升③科举制以诗赋取士的推动④民族融合、南北、中外交往频繁提供丰富的营养素材⑤唐政府较为开明开放的文化政策⑥对前代诗歌的继承发展
",,,,,
唐甄,主张,"①批判专制君主自秦以来，凡为天下帝王皆贼也。②寄托贤君明主天下之主在君，君之主在心。
",,,,,
陶瓷业,内容,①唐独立生产部门；越青邢白、景德镇大邑白瓷、唐三彩、釉下彩绘(长沙铜官窑)。②五大民窑河北定窑、河南钧窑、江西景德镇窑、浙江龙泉窑、山西耀州窑,,,,,
